num__Area,num__Frontage,num__Access Road,num__Floors,num__Bedrooms,num__Bathrooms,num__is_major_city,num__is_center_district,num__Total Room,num__Total Room + Floor,num__Bedrooms * Area,num__Bathrooms * Area,num__Area_Floors,num__High_Values Real Estate,num__AveragePricePerSquare,cat__Legal status_Have certificate,cat__Legal status_None,cat__Legal status_Sale contract,cat__Furniture state_Basic,cat__Furniture state_Full,cat__Furniture state_None,cat__region_Central,cat__region_North,cat__region_Other,cat__region_South
1.6324661229286752,1.2962806236263813,1.7985737391715222,-0.8167199483832923,-0.015489559259587454,0.1708216071286806,0.27486514726934597,2.0497553383308835,0.08651374299762675,-0.2645066162504677,1.0421045427914495,1.1780776183942385,0.29763416626162814,2.0497553383308835,-3.3769483439741252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
